Gene ID,Gene Name,Cluster 1 Weight,Cluster 1 UMI counts/cell,Cluster 2 Weight,Cluster 2 UMI counts/cell,Cluster 3 Weight,Cluster 3 UMI counts/cell,Cluster 4 Weight,Cluster 4 UMI counts/cell
ENSG00000187037,GPR141,-12.996505031881469,0.0,-115.69437812694159,0.0,168.80166535526087,0.020933977455716585,-40.110782196433398,0.0
ENSG00000086289,EPDR1,389.94597467708724,0.97254901960784312,-420.87260192889465,0.0022026431718061676,-59.189531241200513,0.022544283413848631,90.116158493009976,0.081321473951715378
ENSG00000086288,NME8,-8.6014590424401156,0.0,-76.569851083685947,0.0,111.71777391592656,0.011272141706924315,-26.546463789805021,0.0
ENSG00000010270,STARD3NL,121.80336135919785,0.47058823529411764,-428.86416116616022,0.018061674008810574,240.54228115760151,0.19967793880837359,66.518518649367437,0.13214739517153748
ENSG00000272908,RP11-121A8.1,-4.0666184421975808,0.0,-36.200877897208983,0.0,52.818197178660796,0.0016103059581320451,-12.550700839252862,0.0
ENSG00000078053,AMPH,-4.0666184421977558,0.0,-36.200877897210049,0.0,52.818197178662722,0.0032206119162640902,-12.550700839253544,0.0
ENSG00000006715,VPS41,105.11504584758595,0.11372549019607843,-170.85358677532489,0.0030837004405286344,58.687144706860039,0.01932367149758454,7.0513962208779759,0.019059720457433291
ENSG00000241127,YAE1D1,121.08718419286062,0.12549019607843137,-207.60614623331611,0.0,6.0461633972259925,0.0080515297906602248,80.472798643221452,0.02795425667090216
ENSG00000006451,RALA,148.67647409984062,0.32941176470588235,-328.49017430084712,0.0026431718061674008,172.40261551222792,0.070853462157809979,7.4110846887688577,0.043202033036848796
ENSG00000188185,LINC00265,-4.0666184421977771,0.0,-36.20087789721007,0.0,-9.9034119709992474,0.0,50.170908310409111,0.0012706480304955528
ENSG00000259826,RP11-467D6.1,-7.2075852947487462,0.0039215686274509803,-85.618419849336874,0.0,68.755466417042243,0.0064412238325281803,24.070538727046358,0.0038119440914866584
ENSG00000065883,CDK13,17.543409027923907,0.050980392156862744,-135.00844723486128,0.0022026431718061676,97.772356869876546,0.025764895330112721,19.692681337057259,0.016518424396442185
ENSG00000168303,MPLKIP,253.35761942777768,1.388235294117647,-554.51216437982566,0.053303964757709252,228.57324216808564,0.29951690821256038,72.581302783969704,0.27573062261753495
ENSG00000122641,INHBA,-4.0666184421980391,0.0,-36.200877897214333,0.0,52.818197178667305,0.0016103059581320451,-12.550700839254265,0.0
ENSG00000261019,RP11-111K18.2,-4.0666184421980356,0.0,-36.200877897214333,0.0,-9.9034119709999437,0.0,50.17090831041218,0.0012706480304955528
ENSG00000136197,C7orf25,23.901496935771551,0.011764705882352941,-76.568500698782941,0.0,37.202936008742789,0.0032206119162640902,15.464067754265805,0.0012706480304955528
ENSG00000106588,PSMA2,370.50909749410272,4.1490196078431376,-1063.5798755868377,0.035682819383259914,419.99503617804686,0.79549114331723025,273.07574191469621,0.86785260482846249
ENSG00000106591,MRPL32,294.51676210445788,1.196078431372549,-529.04979143196624,0.012334801762114538,196.77572392366184,0.15619967793880837,37.757305403822961,0.13087674714104194
ENSG00000164543,STK17A,29.889604144862254,0.47058823529411764,-356.80074893435739,0.094713656387665199,133.54938521603222,0.20772946859903382,193.36175957346123,0.33418043202033038
ENSG00000106603,COA1,301.40998943137015,1.2313725490196079,-552.96804036703372,0.0083700440528634359,112.001053691783,0.13365539452495975,139.55699724386361,0.19313850063532401
ENSG00000106605,BLVRA,351.43447440450529,2.8980392156862744,-769.47094721136045,0.014977973568281937,227.5340462853618,0.37681159420289856,190.50242652151425,0.41550190597204573
ENSG00000062582,MRPS24,33.493581143010616,0.011764705882352941,-68.594375115070733,0.0,-18.765245350863616,0.0,53.866039322928259,0.0025412960609911056
ENSG00000106608,URGCP,152.32227573158673,0.12941176470588237,-166.12866914316498,0.000881057268722467,46.648652109860002,0.014492753623188406,-32.842258698273632,0.0038119440914866584
ENSG00000078967,UBE2D4,104.56523831943471,0.13333333333333333,-199.25139834272349,0.0013215859030837004,156.39524612576432,0.03542673107890499,-61.709086102466095,0.0038119440914866584
ENSG00000136206,SPDYE1,-4.0666184421981306,0.0,-36.200877897215314,0.0,-9.9034119710002511,0.0,50.170908310413431,0.0012706480304955528
ENSG00000228434,AC004951.6,15.996535699739651,0.011764705882352941,-82.364721798570599,0.000881057268722467,21.772105313761497,0.0032206119162640902,44.596080785072942,0.0063532401524777635
